artist,country,gender,language,popularity_bin,train_popularity,iteration_1_exposure,iteration_2_exposure
Yvette Young,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Zolita,US,Female,en,low,7.270189315729782e-05,0.0,0.0
King Dude,US,Male,en,high,0.0006688574170471399,0.00025832242007401335,0.0
Bishara,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Kobi Marimi,IL,Male,en,mid,0.0002762671939977317,0.0,0.0
Shania Twain,CA,Female,en,mid,0.00014540378631459563,0.0,0.0
Eric Church,US,Male,en,mid,0.00014540378631459563,0.0,0.0
Caetano Veloso,BR,Male,0,high,0.003198883298921104,0.003225932723937513,0.001945070441044319
johnny balik,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Emeli Sandé,UK,Female,en,mid,0.0002035653008404339,0.00012476857499891167,0.0
Bat for Lashes,UK,Female,en,high,0.0007270189315729781,0.0003330853154826105,0.0
GIRLI,UK,Female,0,mid,0.00010178265042021695,0.0,0.0
Pitbull,US,Male,en,mid,0.00017448454357751477,0.0,0.0
Big Mama Thornton,US,Female,en,mid,0.00018902492220897432,0.0003570069508703299,8.888692627967726e-05
Babyface,US,Male,en,mid,0.0001163230290516765,0.0,0.0
Randy Houser,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Howlin' Wolf,US,Male,0,mid,0.000232646058103353,0.00043964940010901267,0.00015744041255505052
Jens Lekman,SE,Male,en,mid,0.00018902492220897432,0.0,0.0
J. Tillman,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Fantastic Negrito,US,Male,0,high,0.0004216709803123273,0.0,9.653414698596486e-05
Bobby Brown,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Blank Banshee,CA,Male,no_lyrics,mid,0.00013086340768313608,0.0,0.0
Yung Lean,SE,Male,en,high,0.0004216709803123273,0.0002822089875539622,0.00015744041255505052
John Mellencamp,US,Male,en,high,0.0004798324948381656,0.0,0.0
Isaac Hayes,US,Male,en,low,5.816151452583825e-05,0.0002750049093626057,0.00024953714999782333
Zella Day,US,Female,en,high,0.0007415593102044377,0.00015383837345937223,0.0
Thomas Giles,US,Male,0,low,7.270189315729782e-05,0.0,0.0
Gloria Gaynor,US,Female,en,mid,8.724227178875738e-05,0.0,0.0
Dan Hartman,US,Male,en,mid,0.00013086340768313608,0.0,0.0
Ricky Eat Acid,US,Male,no_lyrics,low,5.816151452583825e-05,0.0,0.0
Johnny Nash,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Lisa Loeb,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Lee Brice,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Ida Maria,NO,Female,en,low,1.4540378631459563e-05,0.0,0.0
Chaka Khan,US,Female,en,high,0.0010905283973594673,0.00019690098792289322,0.0005474162923999285
Summer Soul,KR,Female,0,low,1.4540378631459563e-05,0.0,0.0
Carole King,US,Female,0,high,0.00031988832989211037,0.0,0.0
Bob Mould,US,Male,en,high,0.0006833977956785995,0.0,0.0
Kenny Chesney,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Orla Gartland,IE,Female,en,mid,0.00015994416494605519,0.0,0.0
Luke Combs,US,Male,en,mid,0.00021810567947189345,0.00024953714999782333,8.888692627967726e-05
Jim Croce,US,Male,en,mid,0.000232646058103353,0.0,0.0
Julie Andrews,UK,Female,en,mid,8.724227178875738e-05,0.0,0.0
Dave Edmunds,UK,Male,en,low,4.362113589437869e-05,0.0,0.0
Frank Black,US,Male,en,mid,0.00013086340768313608,0.0,0.0
Irma,FR,Female,en,low,5.816151452583825e-05,0.0,0.0
Janelle Monáe,US,Non-binary,en,high,0.002370081716927909,0.002251945015101595,0.0018587449317280362
Ben Rector,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Eddie Rabbitt,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Syreeta,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Shanice,US,Female,en,high,0.0008869630965190334,0.0,0.0
Tina Charles,UK,Female,en,mid,0.00013086340768313608,0.0,0.0
Ta-ku,AU,Male,no_lyrics,low,7.270189315729782e-05,0.00028960244095789457,9.653414698596486e-05
Bobby Charles,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Michael Hurley,US,Male,0,low,1.4540378631459563e-05,0.0,0.0
Keyshia Cole,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Saint Saviour,UK,Female,en,low,1.4540378631459563e-05,7.511816718184699e-05,0.0
deadmau5 & Kaskade,CA,Male,0,low,5.816151452583825e-05,0.00012476857499891167,0.0
2 Chainz,US,Male,en,high,0.000465292116206706,0.0,0.0
Diana King,JM,Female,en,low,1.4540378631459563e-05,0.0,0.0
Skepta,UK,Male,en,high,0.000567074766626923,8.317904999927444e-05,0.0
Steve Hackett,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Elle King,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Daniel Norgren,SE,Male,en,low,7.270189315729782e-05,0.0,0.0
Dr. John,US,Male,en,high,0.00034896908715502953,0.0,0.0
Joe,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Keith Sweat,US,Male,0,low,2.9080757262919125e-05,0.0,0.0
Lara Fabian,BE,Female,fr,mid,0.0002762671939977317,0.0,0.0
Barry Manilow,US,Male,en,high,0.00036350946578648906,0.0,0.0
TobyMac,US,Male,en,high,0.0006106959025213017,0.0,0.0
Nomy,SE,Male,en,low,2.9080757262919125e-05,0.0,0.0
Ultimo,IT,Male,it,high,0.0010614476400965481,0.0,0.0
Childish Gambino,US,Male,en,mid,0.00026172681536627216,0.00017777385255935451,0.0
FELIX SANDMAN,SE,Male,en,mid,0.00021810567947189345,0.00024953714999782333,0.0
White Hinterland,US,Female,en,low,7.270189315729782e-05,0.0,0.0
Princess Chelsea,NZ,Female,0,high,0.0007124785529415186,0.0007466857392967987,0.00031488082511010103
Marianne Rosenberg,DE,Female,de,low,1.4540378631459563e-05,0.0,0.0
Ledger,US,Female,0,low,5.816151452583825e-05,0.0,0.0
Willie Colón,US,Male,es,low,4.362113589437869e-05,0.0,0.0
Conan Gray,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Tim Hardin,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
High Contrast,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Timbaland,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Sasha,JM,Female,no_lyrics,low,4.362113589437869e-05,0.0,0.0
James Bay,UK,Male,en,low,4.362113589437869e-05,0.0,0.0
Magic Box,IT,Male,en,high,0.00030534795126065085,0.0,0.0
Gallant,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Fabrizio De André,IT,Male,it,mid,0.000232646058103353,0.0,0.0
Laura Branigan,US,Female,en,high,0.0023410009596649896,0.0071104586609238235,0.013437854422879848
Severina,HR,Female,hr,low,1.4540378631459563e-05,0.0,0.0
Daddy Yankee,US,Male,es,mid,0.0002762671939977317,0.0,0.0
Shontelle,BB,Female,no_lyrics,low,2.9080757262919125e-05,0.0,0.0
Armin van Buuren,NL,Male,no_lyrics,high,0.0004507517375752465,0.0004826707349298243,0.00038613658794385943
Shawn Mendes,CA,Male,en,high,0.0015267397563032542,0.00145256862240449,0.0007978333594708928
Maty Noyes,US,Female,en,low,7.270189315729782e-05,0.0,0.0
Graham Coxon,UK,Male,en,high,0.0005525343879954634,0.0,0.0
John Prine,US,Male,en,mid,0.00013086340768313608,0.0,0.0
Josh Gad,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Martin Garrix & Bebe Rexha,US,Female,0,low,1.4540378631459563e-05,0.0,0.0
Shaggy,JM,Male,en,mid,0.00018902492220897432,0.0,0.0
Wilson Pickett,US,Male,en,high,0.00030534795126065085,0.0,0.0
U.S. Girls,CA,Female,en,high,0.001134149533253846,0.0006682857368847527,0.0
Róisín Murphy,IE,Female,en,high,0.0010178265042021695,0.00024738676618747164,0.0004892766954790074
JME,UK,Male,en,low,5.816151452583825e-05,0.0,0.0
Nakhane,ZA,Male,0,mid,8.724227178875738e-05,0.0,0.0
Blouse,US,Male,en,mid,0.00018902492220897432,0.0,0.0
Foy Vance,UK,Male,en,low,4.362113589437869e-05,0.0,0.0
Kelis,US,Female,en,high,0.001265012940936982,0.0009266570685787994,0.0005844293925390103
Brie Larson,US,Female,0,low,5.816151452583825e-05,0.0,0.0
John Grant,US,Male,en,mid,0.0001163230290516765,0.0,8.317904999927444e-05
Shuggie Otis,US,Male,no_lyrics,low,1.4540378631459563e-05,8.888692627967726e-05,0.0
Chiasm,US,Female,en,high,0.00034896908715502953,0.0,0.0
Faith Hill,US,Female,en,mid,0.00021810567947189345,0.0,0.0
Teena Marie,US,Female,en,high,0.00031988832989211037,0.0,0.0
Marvin Gaye & Kim Weston,US,Male,0,low,2.9080757262919125e-05,0.0,0.0
Laurie Anderson,US,Female,en,mid,0.00013086340768313608,0.0,0.0
Hozier,IE,Male,en,high,0.0032570448134469424,0.001298248331563115,8.888692627967726e-05
Strand of Oaks,US,Male,en,low,5.816151452583825e-05,0.0,0.0
ionnalee,SE,Female,en,high,0.0006833977956785995,0.00010746980087250656,8.888692627967726e-05
Lenine,BR,Male,pt,high,0.00033442870852356995,8.317904999927444e-05,8.317904999927444e-05
Ten Typ Mes,PL,Male,pl,low,1.4540378631459563e-05,0.0,0.0
Sam Brookes,UK,Male,en,low,4.362113589437869e-05,0.0,0.0
Esteban,US,Male,pt,low,1.4540378631459563e-05,0.0,0.0
Lil Halima,NO,Female,en,high,0.0004071306016808678,0.0,0.00024953714999782333
Zazie,FR,Female,fr,low,2.9080757262919125e-05,0.0,0.0
Paula Fernandes,BR,Female,pt,low,1.4540378631459563e-05,0.0,0.0
Edyta Bartosiewicz,PL,Female,pl,low,4.362113589437869e-05,0.0,0.0
Canserbero,VE,Male,es,low,4.362113589437869e-05,0.0,0.0
Judee Sill,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Ryan Bingham,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Vanessa Paradis,FR,Female,fr,high,0.00031988832989211037,0.0,0.0
Joe Diffie,US,Male,en,mid,0.00014540378631459563,0.0,0.0
Ray LaMontagne,US,Male,en,high,0.001032366882833629,0.0013983143122853934,0.00018258796805435353
Sizzy Rocket,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Jenni Vartiainen,FI,Female,fi,high,0.0008869630965190334,0.0,0.0
Emilíana Torrini,IS,Female,en,mid,0.000232646058103353,0.0,0.0
Biz Markie,US,Male,en,mid,0.0002762671939977317,0.00010746980087250656,0.0
Hayden James,AU,Male,en,high,0.0004071306016808678,0.0003570069508703299,0.0
Johnny Kemp,BS,Male,en,low,1.4540378631459563e-05,0.0,0.0
Barry White,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Diana Krall,CA,Female,en,high,0.0003925902230494082,0.0,0.0
Brodka,PL,Female,pl,low,7.270189315729782e-05,0.0,0.0
Alma,ES,Female,en,low,4.362113589437869e-05,0.0,0.0
Jaz,US,Male,id,low,5.816151452583825e-05,0.0,0.0
Bunga Citra Lestari,MY,Female,id,low,4.362113589437869e-05,0.0,0.0
lil skies,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Luke Sital-Singh,UK,Male,0,mid,0.00010178265042021695,0.0,0.0
Roberta Flack,US,Female,en,high,0.0006833977956785995,0.0003268527939023166,9.653414698596486e-05
Annihilator,UK,Male,en,high,0.0006833977956785995,0.00012476857499891167,0.000190648850871781
Dave Gahan,UK,Male,en,mid,0.0002035653008404339,0.0,0.0
Lord Creator,JM,Male,en,low,7.270189315729782e-05,0.0,0.0
Kate Nash,UK,Female,en,high,0.00029080757262919127,0.0,0.0
Seal,UK,Male,en,high,0.0016430627853549306,0.0035025109632142943,0.004708111222844647
Machine Gun Kelly,US,Male,en,high,0.00029080757262919127,0.0,0.00024953714999782333
Stormzy,UK,Male,en,low,2.9080757262919125e-05,0.0,0.0
Gonjasufi,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Ayub Ogada,KE,Male,sw,low,7.270189315729782e-05,0.0,0.0
Philip Glass,US,Male,no_lyrics,high,0.0006543170384156803,0.002456357276691073,0.0015640281368285468
Sylwia Grzeszczak,PL,Female,pl,mid,0.00010178265042021695,0.0,0.0
Krzysztof Zalewski,PL,Male,pl,mid,0.00026172681536627216,0.0,0.0
Ann-Louise Hanson,SE,Female,sv,mid,8.724227178875738e-05,0.0,0.0
AronChupa,SE,Male,en,mid,0.00010178265042021695,0.0,0.0
Jacques Brel,BE,Male,fr,high,0.00031988832989211037,0.0,0.0
Emmanuel,MX,Male,es,low,2.9080757262919125e-05,0.0,0.0
Manu Chao,FR,Male,es,high,0.0010178265042021695,0.0,0.0
Claire Laffut,FR,Female,fr,high,0.0006543170384156803,0.0,0.0
Michel Polnareff,FR,Male,fr,low,4.362113589437869e-05,0.0,0.0
Celia Cruz,CU,Female,es,mid,0.00021810567947189345,0.0,0.0
Eros Ramazzotti,IT,Male,it,high,0.0004216709803123273,0.0,0.0
Édith Piaf,FR,Female,fr,high,0.0015558205135661732,0.0,0.0
Tulus,ID,Male,id,low,4.362113589437869e-05,0.0,0.0
Fela Kuti,NG,Male,en,mid,0.00014540378631459563,0.00010746980087250656,0.0
Joe Esposito,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Darkher,UK,Female,0,mid,0.00014540378631459563,0.0,0.0
Jonwayne,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
dying in designer,US,Male,0,low,4.362113589437869e-05,0.00015744041255505052,0.0
Touch Sensitive,AU,Male,en,mid,0.00013086340768313608,0.0,0.0
Morten Harket,NO,Male,en,low,1.4540378631459563e-05,0.0,0.0
Keren Ann,IL,Female,en,mid,0.00010178265042021695,0.0,0.0
Johnny Hallyday,FR,Male,fr,mid,0.0002035653008404339,0.0,0.0
Alain Souchon,FR,Male,fr,low,4.362113589437869e-05,0.0,0.0
Will Young,UK,Male,en,mid,8.724227178875738e-05,0.0,0.0
Chantal Kreviazuk,CA,Female,en,low,2.9080757262919125e-05,0.0,0.0
Taj Mahal,US,Male,0,mid,0.0002762671939977317,0.00012476857499891167,0.00015744041255505052
Peter Tosh,JM,Male,en,high,0.00031988832989211037,0.00012476857499891167,0.0
Kelsea Ballerini,US,Female,en,low,2.9080757262919125e-05,0.0,7.213241292398154e-05
Melody Gardot,US,Female,en,mid,0.0002035653008404339,0.0,0.0
Angèle,BE,Female,fr,high,0.0033006659493413208,0.0,0.0
M. Pokora,FR,Male,fr,low,2.9080757262919125e-05,0.0,0.0
Jazmine Sullivan,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Dennis Brown,JM,Male,en,low,5.816151452583825e-05,0.0,0.0
Cloudkicker,US,Male,no_lyrics,low,4.362113589437869e-05,0.0,0.0
Gala,IT,Female,en,mid,8.724227178875738e-05,0.00010746980087250656,0.0
Prinz Pi,DE,Male,de,low,2.9080757262919125e-05,0.0,0.0
Jan Malmsjö,SE,Male,sv,low,4.362113589437869e-05,0.0,0.0
Owen Pallett,CA,Non-binary,en,low,4.362113589437869e-05,0.0,0.0
MesTo,NL,Male,en,low,5.816151452583825e-05,0.0,0.0
zheani,AU,Female,en,mid,8.724227178875738e-05,0.0,0.0
Thomas Rhett,US,Male,en,mid,0.000232646058103353,0.0002547203809783351,0.00015744041255505052
Snoop Lion,US,Male,en,low,7.270189315729782e-05,0.0,0.0
Nohelani Cypriano,US,Female,en,mid,0.00015994416494605519,0.0,0.0
Keira Knightley,UK,Female,en,mid,0.00010178265042021695,0.0,0.0
Eva Simons,NL,Female,en,low,7.270189315729782e-05,0.0,0.0
Vashti Bunyan,UK,Female,en,mid,0.00026172681536627216,0.00014725058010582853,0.0
Paenda,AT,Female,0,mid,0.0002471864367348126,0.0,0.0
Vic Damone,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Kaytranada,CA,Male,en,mid,0.0001163230290516765,7.872020627752526e-05,0.0
Pete Seeger,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Paul Stanley,US,Male,en,high,0.0004943728734696252,0.0003154174258706927,0.0006174428681391855
EERA,DE,Female,0,mid,8.724227178875738e-05,0.0,0.0
I Wayne,JM,Male,en,low,1.4540378631459563e-05,0.0,0.0
Planningtorock,UK,Non-binary,en,high,0.00031988832989211037,0.00019690098792289322,0.0
SBTRKT,UK,Male,en,low,4.362113589437869e-05,0.0,0.0
Kilo Kish,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Laura Nyro,US,Female,en,high,0.00036350946578648906,0.0002649102134275571,7.213241292398154e-05
Shooter Jennings,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Muddy Waters,US,Male,en,mid,0.0002035653008404339,9.653414698596486e-05,7.213241292398154e-05
Little Richard,US,Male,0,high,0.000901503475150493,0.00044589387715000714,0.0
Stevie Nicks,US,Female,en,mid,0.00014540378631459563,0.0,0.0
Al Green,US,Male,en,mid,0.00013086340768313608,0.000374305724996735,0.00010746980087250656
Al Kooper,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Robert Palmer,US,Male,en,mid,0.0002471864367348126,0.0005317461375517855,7.511816718184699e-05
September,SE,Female,en,mid,0.00015994416494605519,0.0,0.0
Toy,PT,Male,en,low,5.816151452583825e-05,0.0,0.0
Liza Minnelli,US,Female,en,high,0.0005379940093640038,0.0,0.0
Ryan Star,US,Male,en,high,0.00030534795126065085,0.0,0.0
Hank Williams,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Raury,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Adam Levine,US,Male,en,high,0.0004362113589437869,0.00024953714999782333,0.00015744041255505052
Dan Deacon,US,Male,en,high,0.0005234536307325443,0.00024718414346079864,0.0
Alice Caymmi,BR,Female,pt,mid,0.0002471864367348126,8.317904999927444e-05,0.0
TAEMIN,KR,Male,ko,high,0.00029080757262919127,0.0,0.0
Ziggy Marley,JM,Male,en,mid,8.724227178875738e-05,0.0,0.0
Grace Jones,US,Female,en,mid,8.724227178875738e-05,0.0,0.0
John Paul Young,AU,Male,en,mid,0.00017448454357751477,0.0,0.0
Sofia Carson,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Lady Sovereign,UK,Female,en,mid,0.00018902492220897432,0.00015383837345937223,0.0
Lykke Li,SE,Female,en,high,0.0009451246110448716,0.0,0.0
Josh Rouse,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Ebo Taylor,GH,Male,no_lyrics,mid,0.0002035653008404339,0.0003784893672375718,0.0
Donny Hathaway,US,Male,en,mid,0.0002471864367348126,0.0,0.0
Rhea Litre,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Russian Red,ES,Female,en,mid,0.00015994416494605519,0.001596099582275834,0.0013058253469100378
Boz Scaggs,US,Male,en,high,0.00036350946578648906,0.0,0.0
Tom Grennan,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Public Memory,US,Male,en,mid,0.0001163230290516765,0.00022597078638335376,0.0
Tory Lanez,CA,Male,en,mid,0.00013086340768313608,0.0,0.0
Javiera Mena,CL,Female,es,low,1.4540378631459563e-05,0.0,0.0
Leikeli47,US,Female,en,high,0.0004216709803123273,0.0,0.0
Laurel Halo,US,Female,no_lyrics,mid,0.00014540378631459563,0.00017777385255935451,0.0
Lee Hi,KR,Female,ko,low,2.9080757262919125e-05,0.0,0.0
Belinda Carlisle,US,Female,en,low,5.816151452583825e-05,0.0,9.653414698596486e-05
Gary Jules,US,Male,en,mid,0.00013086340768313608,0.0,0.0
DJ Snake,FR,Male,en,mid,0.00026172681536627216,0.0,0.0
Nelly Furtado,CA,Female,en,mid,0.000232646058103353,0.0,0.0
Jorge Ben,BR,Male,0,high,0.0006979381743100591,0.00032610697246499693,0.0003936010313876263
Roberta Sá,BR,Female,pt,low,2.9080757262919125e-05,0.0001618992562767997,0.0
Midland,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Tirzah,UK,Female,en,high,0.0004943728734696252,7.213241292398154e-05,0.0
Mississippi John Hurt,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Fabolous,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Kirk Whalum,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Sam Hunt,NZ,Male,0,mid,0.00010178265042021695,0.0,9.653414698596486e-05
Cass Elliot,US,Female,en,high,0.00029080757262919127,0.0004990742999956467,0.00017960221379648811
Karen Carpenter,US,Female,0,low,1.4540378631459563e-05,0.0,0.0
Herb Alpert,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Lil Silva,UK,Male,en,mid,0.00013086340768313608,0.0,0.0
Ney Matogrosso,BR,Male,pt,low,7.270189315729782e-05,0.0,0.0
Roméo Elvis,BE,Male,fr,mid,8.724227178875738e-05,0.0,0.0
Bezerra da Silva,BR,Male,pt,mid,0.00015994416494605519,0.00016635809999854888,8.317904999927444e-05
LL Cool J,US,Male,en,high,0.0006833977956785995,0.0002649102134275571,7.213241292398154e-05
Mike Oldfield,UK,Male,no_lyrics,mid,0.000232646058103353,0.00027430799954531934,0.0002686001232649165
Roger Taylor,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Grace Mitchell,US,Female,en,mid,0.00014540378631459563,0.0,0.0
Michael Sembello,US,Male,no_lyrics,high,0.0012504725623055225,0.022376866148251715,0.0218674266304624
Sezen Aksu,TR,Female,tr,mid,0.0002471864367348126,0.0,0.0
Burning Spear,JM,Male,en,low,2.9080757262919125e-05,0.0,0.0
Jimmy Buffett,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Emily Osment,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
GAZZELLE,IT,Male,it,mid,8.724227178875738e-05,0.0,0.0
Ricky Martin,US,Male,es,mid,0.0002035653008404339,0.0,0.0
Sérgio Mendes,BR,Male,en,low,1.4540378631459563e-05,0.0,0.0
Sérgio Mendes & Brasil '66,BR,Male,0,mid,0.00013086340768313608,0.0,0.00015744041255505052
Maxwell,US,Male,en,mid,0.00013086340768313608,0.0,0.0
Janis Joplin,US,Female,en,mid,0.00015994416494605519,7.872020627752526e-05,0.0
Manu Gavassi,BR,Female,pt,mid,0.0002471864367348126,8.888692627967726e-05,0.0
Marjorie Estiano,BR,Female,pt,low,2.9080757262919125e-05,0.0,0.0
Billy Paul,US,Male,en,mid,0.00018902492220897432,0.0,0.0
Walter Trout,US,Male,en,low,2.9080757262919125e-05,0.0,7.511816718184699e-05
Johnny Winter,US,Male,en,mid,0.0001163230290516765,0.00024953714999782333,0.0
Queen Naija,US,Female,en,mid,0.0001163230290516765,0.0,0.0
Joan Manuel Serrat,ES,Male,es,mid,0.0001163230290516765,0.0,0.0
Brendan Perry,IE,Male,en,low,5.816151452583825e-05,0.0,7.511816718184699e-05
Nick Mulvey,UK,Male,en,mid,0.0001163230290516765,0.0,0.0
Connan Mockasin,NZ,Male,en,high,0.0006543170384156803,0.00015744041255505052,0.0
Molly Johnson,CA,Female,en,low,2.9080757262919125e-05,0.0,0.0
Patrick Watson,CA,Male,en,high,0.000930584232413412,0.00039380197584578644,0.00015829721718112143
Luiz Melodia,BR,Male,pt,low,4.362113589437869e-05,0.0,8.317904999927444e-05
Patrick Cowley,US,Male,no_lyrics,mid,0.00010178265042021695,0.0,0.0
Brett Young,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Faith Evans,US,Female,en,high,0.0005089132521010847,0.0,0.0
Jamie Woon,UK,Male,en,low,2.9080757262919125e-05,0.0,0.0
Guilherme Arantes,BR,Male,pt,low,5.816151452583825e-05,0.0,0.0
Geri Halliwell,UK,Female,en,mid,0.000232646058103353,0.0,0.0
Gianluca Grignani,IT,Male,it,low,5.816151452583825e-05,0.0,0.0
Pam Tillis,US,Female,0,mid,8.724227178875738e-05,0.0,0.0
Joe Crepúsculo,ES,Male,es,low,1.4540378631459563e-05,0.0,0.0
Toni Basil,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Chris Stapleton,US,Male,en,high,0.0015412801349347137,0.00026278126379576254,0.0003282573562753486
Brynn Elliott,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Soha,FR,Female,fr,low,5.816151452583825e-05,0.0,0.0
Josh Ritter,US,Male,en,mid,0.00010178265042021695,0.0,7.511816718184699e-05
Otto Knows,SE,Male,en,low,2.9080757262919125e-05,0.0,0.0
Declan McKenna,UK,Male,en,low,4.362113589437869e-05,0.0,0.0
Cab Calloway,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
NoMBe,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Natalie Cole,US,Female,en,mid,0.0002471864367348126,0.0,0.0
Boston Bun,FR,Male,0,high,0.0006688574170471399,0.0,0.0
Johnny Mathis,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Dorothy Moore,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Beatrice Eli,SE,Female,en,mid,0.000232646058103353,0.0,0.0
Diana,BR,Female,en,low,2.9080757262919125e-05,0.0,0.0
Patricia Kaas,FR,Female,fr,low,5.816151452583825e-05,0.0,0.0
Anna of the North,NO,Female,en,low,1.4540378631459563e-05,0.0,0.0
Lola Kirke,US,Female,en,mid,8.724227178875738e-05,0.0,0.0
Louis Armstrong,US,Male,en,low,5.816151452583825e-05,0.0,0.0
Andy Williams,UK,Male,en,low,5.816151452583825e-05,0.0,0.0
Chris Cornell,US,Male,en,high,0.0006543170384156803,0.000697948707735956,0.00044621408101548643
Aaliyah,US,Female,en,high,0.0006543170384156803,0.0006238428749945584,0.0
Tom Zé,BR,Male,pt,low,2.9080757262919125e-05,0.0,0.0
FKA twigs,UK,Female,en,high,0.000567074766626923,0.00024953714999782333,0.0
Thomston,NZ,Male,en,mid,0.00015994416494605519,0.0,0.0
Jonathan Jeremiah,UK,Male,en,low,5.816151452583825e-05,0.0,0.0
Anna von Hausswolff,SE,Female,en,low,7.270189315729782e-05,0.0,0.0
Reinier Zonneveld,NL,Male,0,mid,0.00015994416494605519,0.0002822089875539622,0.0
Alexandra Stan,RO,Female,en,high,0.0004507517375752465,7.213241292398154e-05,0.0
F.R. David,FR,Male,en,low,1.4540378631459563e-05,0.0,0.0
Peter Bradley Adams,US,Male,en,high,0.0009887457469392503,0.0004817755258692416,0.0004990742999956467
Little Walter,US,Male,en,mid,0.00014540378631459563,0.0006743286532591369,0.0
Sheryl Crow,US,Female,en,mid,8.724227178875738e-05,0.0,0.0
Vitalic,FR,Male,en,high,0.0008869630965190334,0.0029672038460035383,0.001436169380822044
Dylan Scott,US,Male,en,mid,0.00015994416494605519,7.213241292398154e-05,0.0002649102134275571
Mary Wells,US,Female,en,high,0.00029080757262919127,0.0,0.0
Jack Gray,AU,Male,en,low,1.4540378631459563e-05,0.0,0.0
Didrik Solli-Tangen,NO,Male,0,low,1.4540378631459563e-05,0.0,0.0
Linda Ronstadt,US,Female,en,high,0.0005234536307325443,0.00024953714999782333,0.0
Jay Reatard,US,Male,en,high,0.0003925902230494082,0.00012476857499891167,0.0
Ikon,UK,Male,ko,low,2.9080757262919125e-05,0.0,0.0
Joe Vasconcellos,CL,Male,es,low,1.4540378631459563e-05,0.0,0.0
Greeicy,CO,Female,es,mid,0.00013086340768313608,0.0,0.0
Barbelle,SE,Male,en,low,4.362113589437869e-05,7.213241292398154e-05,0.00015744041255505052
Juanes,CO,Male,es,low,2.9080757262919125e-05,0.0,0.0
Christine and the Queens,FR,Male,en,high,0.0010469072614650886,0.001339426013159351,0.0
Kaiit,AU,Female,en,low,1.4540378631459563e-05,0.0,0.0
Clarence Clarity,UK,Male,en,low,5.816151452583825e-05,0.0,7.872020627752526e-05
Vérité,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Martina Topley-Bird,UK,Female,0,mid,0.0001163230290516765,0.0,0.0
