artist,country,gender,language,popularity_bin,train_popularity,iteration_1_exposure,iteration_2_exposure
Valentino Khan,US,Male,en,low,4.362113589437869e-05,0.00024953714999782333,0.00015744041255505052
Snail Mail,US,Female,en,high,0.003606013900601972,0.013267212413612834,0.014318958765893995
Zeca Pagodinho,BR,Male,pt,low,5.816151452583825e-05,0.0,0.0
Molly Sandén,SE,Female,sv,high,0.0007415593102044377,0.0,0.0
Mammals,AU,Male,en,mid,0.00018902492220897432,0.0,0.0
Ana Moura,PT,Female,pt,low,2.9080757262919125e-05,0.0,0.0
Karina Buhr,BR,Female,pt,low,1.4540378631459563e-05,0.0,0.0
Jon Bon Jovi,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Headhunterz,NL,Male,en,low,5.816151452583825e-05,9.653414698596486e-05,0.0
Sanna Nielsen,SE,Female,en,low,1.4540378631459563e-05,0.0,0.0
Martinho Da Vila,BR,Male,pt,low,1.4540378631459563e-05,8.317904999927444e-05,0.0
Geraldo Azevedo,BR,Male,pt,high,0.00036350946578648906,8.317904999927444e-05,8.317904999927444e-05
Nielson,NL,Male,nl,low,1.4540378631459563e-05,0.0,0.0
Bill Callahan,US,Male,en,high,0.0016866839212493093,0.0009257671990072729,0.00023042963010510298
Jon Bryant,CA,Male,en,mid,8.724227178875738e-05,0.0,0.0
Adia Victoria,US,Female,en,mid,0.00010178265042021695,0.0,0.0
KT Tunstall,UK,Female,en,high,0.0014104167272515776,0.00026936905714930627,0.0004585293661202513
Neil Halstead,UK,Male,en,low,7.270189315729782e-05,0.0,0.0
Isabella Taviani,BR,Female,pt,mid,0.00010178265042021695,0.0,0.0
Gossip,NL,Male,en,mid,0.00013086340768313608,0.0,0.0
La Bien Querida,ES,Female,es,low,1.4540378631459563e-05,0.0,0.0
Tyga,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Christina Milian,US,Female,en,mid,0.00013086340768313608,0.0,0.0
Jon Pardi,US,Male,en,high,0.0005816151452583825,0.0003400283806094041,0.00046319265127641227
Don Henley,US,Male,en,high,0.00037804984441794864,0.0,0.0
Andrew Combs,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Wynter Gordon,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Orelsan,FR,Male,fr,high,0.0004507517375752465,0.0,0.0
JoJo,US,Female,en,mid,0.00017448454357751477,8.888692627967726e-05,0.0
Sean Nicholas Savage,CA,Male,en,low,5.816151452583825e-05,0.0,0.0
Perturbator,FR,Male,no_lyrics,high,0.0007270189315729781,0.0017146729836285046,0.0007722731758877189
Grouper,US,Female,en,high,0.005350859336377119,0.004252285393732476,0.0033565022374600403
Cartola,BR,Male,pt,high,0.0005089132521010847,0.0001720659762789517,0.00024718414346079864
Madlib,US,Male,no_lyrics,mid,0.0002035653008404339,7.872020627752526e-05,0.0
Ailbhe Reddy,IE,Female,en,low,7.270189315729782e-05,0.0,0.0
Marissa Nadler,US,Female,en,high,0.0004943728734696252,0.0007007252413170935,0.0
Sébastien Tellier,FR,Male,en,mid,0.00010178265042021695,0.0,0.0
Porter Robinson,US,Male,en,high,0.0006979381743100591,0.0011071430906623057,0.0001861900071500318
Luis Bacalov,AR,Male,no_lyrics,low,5.816151452583825e-05,9.653414698596486e-05,0.0
Juliana Hatfield,US,Female,en,mid,0.00010178265042021695,0.0,0.0
Chet Baker,US,Male,en,high,0.0009160438537819524,0.00034448722433115325,0.0005144473634253804
Rael,BR,Male,pt,low,2.9080757262919125e-05,0.0,0.0
Young Thug,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Bridgit Mendler,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Phil Collins,UK,Male,en,high,0.00033442870852356995,0.0,0.0
John Maus,US,Male,en,high,0.005278157443219821,0.011648287413348364,0.024540944085395495
Jenny Lewis,US,Female,en,high,0.0019193299793526623,0.0019326621099531086,0.0005940809459591277
Blake Shelton,US,Male,en,high,0.00036350946578648906,0.0002822089875539622,7.213241292398154e-05
Paulo Ricardo,BR,Male,pt,low,1.4540378631459563e-05,0.0,0.0
Ryan Paris,DE,Male,0,mid,0.00014540378631459563,0.0,0.0
Jimi Hendrix,US,Male,en,high,0.0023119202024020707,0.002031723416245056,0.00046210169481880446
Mac Miller,US,Male,en,high,0.0012504725623055225,0.0006185041141996682,0.00024953714999782333
Lupe Fiasco,US,Male,en,mid,0.00014540378631459563,0.00012476857499891167,7.511816718184699e-05
Kele,UK,Male,0,low,2.9080757262919125e-05,0.0,0.0
Jason Walker,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Jay Sean,UK,Male,en,low,4.362113589437869e-05,0.0,0.0
Yo Gotti,US,Male,en,high,0.00031988832989211037,0.0,0.0
Jake Owen,US,Male,en,mid,0.00018902492220897432,0.0,0.0
Otis Redding,US,Male,en,high,0.000901503475150493,8.317904999927444e-05,0.0
Alison Krauss,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Annie Lennox,UK,Female,en,high,0.0006979381743100591,0.0006191504956497225,0.000374305724996735
Ezra Furman,US,Female,en,mid,0.00021810567947189345,0.0,0.0
M. Craft,AU,Male,0,mid,0.0001163230290516765,0.0,0.0
Laura Fygi,NL,Female,no_lyrics,low,1.4540378631459563e-05,0.0,0.0
Curtis Harding,US,Male,en,mid,0.00021810567947189345,0.0,0.0
James Ferraro,US,Male,no_lyrics,low,1.4540378631459563e-05,0.0,0.0
Dynoro,LT,Male,en,low,2.9080757262919125e-05,0.0,0.0
khai dreams,US,Non-binary,0,low,1.4540378631459563e-05,0.0,0.0
Porcelain Raft,IT,Male,en,mid,8.724227178875738e-05,0.0,0.0
Justin Timberlake,US,Male,en,high,0.0034460697356559163,0.004271565429952296,0.004572301134401221
Jerry Lee Lewis,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Joe Bonamassa,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Daniel Avery,UK,Male,no_lyrics,high,0.0008433419606246546,0.001197644834019012,0.00027430799954531934
Lil Pump,US,Male,en,mid,8.724227178875738e-05,0.0,0.0
Joe Simon,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Dave Bixby,US,Male,en,low,7.270189315729782e-05,0.0,0.0
Brett Eldredge,US,Male,en,mid,0.00015994416494605519,8.888692627967726e-05,0.00016760713255720253
Kent,FR,Male,sv,high,0.0006397766597842207,0.0,0.0
Little Jinder,SE,Female,sv,low,7.270189315729782e-05,0.0,0.0
Kelsey Lu,US,Non-binary,en,high,0.00030534795126065085,7.511816718184699e-05,0.0
Rachael Yamagata,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Ms. Dynamite,UK,Female,en,low,4.362113589437869e-05,0.0,0.0
Bibio,UK,Male,en,low,2.9080757262919125e-05,0.0,0.0
China Anne McClain,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Laura Pausini,IT,Female,it,high,0.0007124785529415186,0.0,0.0
Virtual Self,US,Male,en,mid,0.00013086340768313608,0.00015744041255505052,0.0
Andy Shauf,CA,Male,en,mid,0.00014540378631459563,0.0,0.0
Bruno Major,UK,Male,en,high,0.00031988832989211037,0.0,0.0
Joan Baez,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Flume,AU,Male,en,high,0.0015412801349347137,0.0003480892634268315,0.0
ATB,DE,Male,en,high,0.0004362113589437869,0.00019988674218075867,0.0
Curtis Mayfield,US,Male,en,low,7.270189315729782e-05,0.0,0.0
Cro,DE,Male,de,low,2.9080757262919125e-05,0.0,0.0
Mónica Naranjo,ES,Female,es,low,4.362113589437869e-05,0.0,0.0
Blanco White,UK,Male,en,mid,0.00017448454357751477,0.0,0.0
Selena,NL,Female,es,high,0.00029080757262919127,0.0,0.0
Nicky Jam,US,Male,es,mid,0.00014540378631459563,0.0,0.0
Projota,BR,Male,pt,mid,0.00013086340768313608,0.0003237985125535994,0.0
J Mascis,US,Male,en,mid,0.00017448454357751477,0.0,0.0
Joe Goddard,UK,Male,en,high,0.0008142612033617356,0.0017641065332319131,0.0012048794491146184
Jeffree Star,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Ellinoora,FI,Female,fi,mid,0.00026172681536627216,0.0,0.0
Leif Vollebekk,CA,Male,en,mid,0.00021810567947189345,0.0,0.0
Annie Eve,UK,Female,0,low,1.4540378631459563e-05,0.0,0.0
Laura Souguellis,DE,Female,0,low,5.816151452583825e-05,0.0,0.0
Katherine McNamara,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Samantha Sang,AU,Female,en,mid,8.724227178875738e-05,0.0,0.0
Margaret Glaspy,US,Female,en,low,7.270189315729782e-05,0.0,0.0
Bassnectar,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Matt Corby,AU,Male,en,high,0.0003925902230494082,0.0,0.00024953714999782333
Owen,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
James Arthur,UK,Male,en,high,0.0018175473289324454,0.0020345444964518203,0.0003944578360136972
Don Patricio,ES,Male,es,high,0.000567074766626923,0.0,0.0
Maria Gadú,BR,Female,pt,mid,0.0001163230290516765,0.0,0.0
Carrie Underwood,US,Female,en,mid,0.00013086340768313608,0.0,0.0
Celldweller,US,Male,en,high,0.0021374356588245557,0.003937319578648495,0.0011329514776250488
Inna,RO,Female,en,mid,0.0002762671939977317,0.0,0.0
Lionel Richie,US,Male,en,high,0.0005089132521010847,0.00025037252044533706,0.0
Nile,US,Female,0,high,0.0009596649896763312,0.0008778174345355738,0.0027029395997781253
Bea Miller,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Trevor Something,US,Male,en,high,0.0005234536307325443,0.0,0.0
SONOIO,US,Male,en,mid,0.0002762671939977317,0.000374305724996735,8.888692627967726e-05
Julianna Barwick,US,Female,no_lyrics,high,0.0006543170384156803,0.0004540211965305587,8.888692627967726e-05
Ed Sheeran,UK,Male,en,high,0.00836071771308925,0.007745280787414036,0.008641731148000617
Amon Tobin,BR,Male,no_lyrics,high,0.00029080757262919127,9.653414698596486e-05,0.00038613658794385943
Miguel Bosé,ES,Male,es,mid,0.00013086340768313608,0.0,0.0
Jhené Aiko,US,Female,en,low,2.9080757262919125e-05,0.00033271619999709776,0.0
Alejandra Guzmán,MX,Female,es,low,5.816151452583825e-05,0.0,0.0
Andrew Bird,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Elizeth Cardoso,BR,Female,pt,low,4.362113589437869e-05,0.0,0.0
Goldmund,US,Male,no_lyrics,low,4.362113589437869e-05,0.0,8.888692627967726e-05
Lotus Plaza,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Andrew W.K.,US,Male,0,mid,0.0002035653008404339,0.0,0.0002822089875539622
Minnie Riperton,US,Female,en,high,0.00030534795126065085,0.0,0.0
Tom MacDonald,CA,Male,en,low,4.362113589437869e-05,0.0003216695629218049,0.00015744041255505052
O.T. Genasis,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Buddy Holly,US,Male,en,mid,0.0002471864367348126,7.213241292398154e-05,0.0
Eleanor Friedberger,US,Female,en,mid,0.00015994416494605519,0.0,0.0
Mary J. Blige,US,Female,en,high,0.000930584232413412,7.213241292398154e-05,0.0
Karrin Allyson,US,Female,en,mid,0.0001163230290516765,0.0,0.0
Tim McGraw,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Castello Branco,BR,Male,pt,low,1.4540378631459563e-05,0.0,0.0
Santana,US,Male,en,high,0.0004362113589437869,0.0,0.0
Lauryn Hill,US,Female,en,mid,8.724227178875738e-05,0.0,0.0
Enya,IE,Female,no_lyrics,mid,0.0002035653008404339,0.00028195522025160696,8.888692627967726e-05
Killstation,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Fiona Apple,US,Female,en,high,0.0004798324948381656,0.0,0.0
Chase Rice,US,Male,en,high,0.00036350946578648906,7.872020627752526e-05,7.511816718184699e-05
Bishu,CA,Male,0,low,2.9080757262919125e-05,0.00012476857499891167,0.0
Gotye,AU,Male,en,high,0.0004943728734696252,0.0002822089875539622,0.0
Avey Tare,US,Male,en,mid,0.00021810567947189345,0.0,0.0
Gülşen,TR,Female,tr,low,5.816151452583825e-05,0.0,0.0
Alexander Rybak,NO,Male,en,high,0.00029080757262919127,0.00010746980087250656,0.0
Heavenly Beat,US,Male,en,low,7.270189315729782e-05,0.0,0.0
Joel Adams,AU,Male,0,low,2.9080757262919125e-05,0.0,0.0
I Will Never Be The Same,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Schuyler Fisk,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Julee Cruise,US,Female,en,high,0.0012504725623055225,0.0009758312689354774,7.511816718184699e-05
Irene Cara,US,Female,en,high,0.0005089132521010847,0.0,0.0
Reba McEntire,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Helado Negro,US,Male,en,high,0.0005525343879954634,8.317904999927444e-05,0.0
Charles Bolt,US,Male,0,high,0.0013086340768313606,0.0005970898126640632,0.0
Rod Stewart,UK,Male,en,high,0.0013086340768313606,0.0009319083528696339,0.0006331278592158306
Connie Constance,UK,Female,0,mid,0.00013086340768313608,0.0,0.0
Paul Oakenfold,UK,Male,no_lyrics,mid,0.0002762671939977317,0.0,0.0
Demi Lovato,US,Non-binary,en,high,0.0007706400674673569,0.0003287725228573831,8.888692627967726e-05
Monolink,DE,Male,en,mid,0.00017448454357751477,0.0,0.0
Meg Myers,US,Female,en,high,0.0006543170384156803,0.0004321251180521769,0.0002136555012785889
Ils,UK,Male,en,high,0.00029080757262919127,0.0002720191551047402,0.00024953714999782333
Serj Tankian,US,Male,en,high,0.0014249571058830373,0.0035775266154791712,0.002779110430353547
Syn Cole,EE,Male,en,mid,0.0002471864367348126,0.0,0.0
Rob Zombie,US,Male,en,high,0.0013231744554628203,0.00201976340291354,0.0011490489283135451
Jauz,US,Male,en,low,5.816151452583825e-05,0.00012476857499891167,0.0
Calvin Harris,UK,Male,en,high,0.0006543170384156803,0.0003216695629218049,0.0
Ariel Pink,US,Male,en,high,0.0011486899118853056,0.000905874898555585,0.002170429246062952
Clara Nunes,BR,Female,pt,high,0.0004798324948381656,0.00024953714999782333,0.0
Michael Bublé,CA,Male,en,high,0.000567074766626923,7.872020627752526e-05,0.0
Peggy Lee,US,Female,0,high,0.00036350946578648906,0.0,0.0
Hubert Lenoir,CA,Male,fr,high,0.00030534795126065085,0.0,0.0
MF DOOM,US,Male,en,high,0.00033442870852356995,0.00010746980087250656,0.0
Madeon,FR,Male,en,mid,0.00018902492220897432,0.0,0.00010746980087250656
Andy Grammer,US,Male,en,high,0.0003925902230494082,0.0,0.0
Jake Bugg,UK,Male,en,low,5.816151452583825e-05,0.0,0.0
Lizzy Mercier Descloux,FR,Female,en,low,5.816151452583825e-05,0.0,0.0
Tony Bennett,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
PJ Morton,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Kavinsky,FR,Male,no_lyrics,mid,0.00015994416494605519,0.00028960244095789457,0.0
Asian Doll,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Teen Daze,CA,Male,no_lyrics,mid,0.00026172681536627216,0.00028960244095789457,0.0
Loretta Lynn,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Twin Shadow,US,Male,en,high,0.0011050687759909267,0.0014594867563764745,0.0035973345819116363
Vancouver Sleep Clinic,AU,Male,en,low,5.816151452583825e-05,0.0,0.0
Jaakko Eino Kalevi,FI,Male,en,low,5.816151452583825e-05,0.00012476857499891167,0.0
Chico César,BR,Male,pt,mid,0.00013086340768313608,0.0,0.0
Diamond Eyes,UK,Male,0,mid,0.00026172681536627216,0.0,0.0
June Marieezy,PH,Female,en,low,4.362113589437869e-05,0.0,0.0
Sugar Ray,US,Male,en,mid,0.0002035653008404339,0.0,0.0
Artsvik,AM,Female,en,mid,0.00010178265042021695,0.0,0.0
Fafá de Belém,BR,Female,pt,low,4.362113589437869e-05,0.0,0.0
James Vincent McMorrow,IE,Male,en,high,0.0008869630965190334,0.00019690098792289322,0.0001854210732656421
SOHN,UK,Male,en,mid,0.00014540378631459563,0.0,0.0
Dan Mangan,AU,Male,en,low,1.4540378631459563e-05,0.0,0.0
Japanese Wallpaper,AU,Male,en,low,5.816151452583825e-05,0.0,0.0
Debbie Gibson,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Steve Perry,US,Male,en,mid,0.00018902492220897432,0.0,0.0
Paul van Dyk,DE,Male,no_lyrics,mid,0.00010178265042021695,0.0,0.0
Trent Tomlinson,US,Male,en,mid,0.00021810567947189345,0.0,0.0
Whitney Houston,US,Female,en,high,0.0008288015819931951,0.0,0.0
Axel Rudi Pell,DE,Male,en,mid,8.724227178875738e-05,0.0,0.0
Marina and the Diamonds,UK,Female,0,low,1.4540378631459563e-05,0.0,0.0
Patrice Rushen,US,Female,en,high,0.00033442870852356995,0.0,0.0
Tino el Pingüino,MX,Male,es,low,1.4540378631459563e-05,0.0,0.0
PARTYNEXTDOOR,CA,Male,en,low,2.9080757262919125e-05,0.0,0.0
Adina Howard,US,Female,en,mid,0.00015994416494605519,0.0,0.0
Timmy Trumpet,AU,Male,en,high,0.0005961555238898421,0.0007320936347559786,0.0010356834646624647
Jordin Sparks,US,Female,en,mid,0.0002035653008404339,0.0,0.0
Elizabeth Cotten,US,Female,en,mid,8.724227178875738e-05,0.0,0.0
Chuck Strangers,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Laura Groves,UK,Female,en,low,1.4540378631459563e-05,0.00012476857499891167,0.0
Rebecca Black,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Yak,FR,Male,0,mid,0.0001163230290516765,0.0,0.0
Lisa Germano,US,Female,en,mid,0.00014540378631459563,0.00032465531717967036,0.00010746980087250656
Stina Nordenstam,SE,Female,en,low,2.9080757262919125e-05,0.0,0.0
Kathryn Joseph,UK,Female,0,mid,0.00014540378631459563,0.0,0.0
Lucy Hale,US,Female,en,low,5.816151452583825e-05,0.0,0.0
Harry Styles,UK,Male,0,high,0.000465292116206706,0.0,0.0
Maria Mena,NO,Female,en,low,1.4540378631459563e-05,0.0,0.0
Esteman,CO,Male,es,low,7.270189315729782e-05,0.0,0.0
Sarah McLachlan,CA,Female,en,mid,0.00017448454357751477,7.511816718184699e-05,0.0
Da Brat,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
Father John Misty,US,Male,en,high,0.002762671939977317,0.0032992694917293834,0.003242181539641699
Ten Tonnes,UK,Male,en,low,2.9080757262919125e-05,0.0,0.0
Venetian Snares,CA,Male,en,high,0.00030534795126065085,0.0,0.0
Lucy Rose,UK,Female,en,low,7.270189315729782e-05,0.0,0.0
Totally Enormous Extinct Dinosaurs,UK,Male,en,high,0.00036350946578648906,7.872020627752526e-05,7.213241292398154e-05
Ricky Nelson,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Jess Glynne,UK,Female,en,high,0.0008869630965190334,0.0002274438758472375,8.317904999927444e-05
Perfume Genius,US,Male,no_lyrics,high,0.0020065722511414196,0.003696006746096041,0.0033854019874451683
Tash Sultana,AU,Other,en,mid,0.0001163230290516765,7.511816718184699e-05,0.0
Eric Prydz,SE,Male,no_lyrics,low,5.816151452583825e-05,0.0,0.0
Dimension,ES,Male,en,high,0.0006252362811527613,0.0014945134191773769,0.0009744302035386972
Erasmo Carlos,BR,Male,pt,mid,0.0002035653008404339,8.317904999927444e-05,7.872020627752526e-05
Sean Paul,JM,Male,en,high,0.0007270189315729781,8.888692627967726e-05,0.0
Left Boy,AT,Male,en,low,1.4540378631459563e-05,0.0,0.0
James Brown,NZ,Male,en,high,0.0006543170384156803,8.888692627967726e-05,0.0
Christina Grimmie,US,Female,en,mid,8.724227178875738e-05,0.0,0.0
Dizzee Rascal,UK,Male,en,low,1.4540378631459563e-05,0.0,0.0
Ella Henderson,UK,Female,en,high,0.0004362113589437869,0.0,0.0
"Ray Parker, Jr.",US,Male,0,mid,0.00018902492220897432,0.0,0.0
deadmau5,CA,Male,no_lyrics,high,0.0005525343879954634,0.0006604445874891788,0.000675739028901754
Chong The Nomad,US,Female,no_lyrics,high,0.0009596649896763312,0.000675739028901754,0.0
Kiesza,CA,Female,en,low,4.362113589437869e-05,0.0,0.0
The Notorious B.I.G.,US,Male,en,high,0.0008578823392561142,0.00015085261920150679,8.888692627967726e-05
MNEK,UK,Male,en,low,7.270189315729782e-05,0.0,0.0
Beenie Man,JM,Male,en,mid,0.00018902492220897432,0.0,0.0
Jordan Knight,US,Male,en,mid,0.00010178265042021695,0.0,0.0
Lee Dorsey,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
John Lennon,UK,Male,en,high,0.0006543170384156803,0.00045748477499600945,0.0
Fergie,UK,Male,en,high,0.0007851804460988164,0.0002163972387719446,0.00014725058010582853
David Byrne,US,Male,en,mid,0.0002035653008404339,0.0,0.0
Umberto Tozzi,IT,Male,it,mid,0.0002471864367348126,0.0,0.0
Anjulie,CA,Female,en,mid,0.000232646058103353,0.00015744041255505052,0.0
Tei Shi,AR,Female,en,mid,0.00010178265042021695,0.0,0.0
Nadine Coyle,IE,Female,en,mid,0.00010178265042021695,0.0,0.0
Freddie King,US,Male,en,mid,0.00013086340768313608,0.00015383837345937223,7.511816718184699e-05
Hugo Kant,FR,Male,no_lyrics,mid,8.724227178875738e-05,0.00019306829397192971,0.00038613658794385943
Robbie Williams,UK,Male,en,high,0.0016721435426178498,0.0,7.872020627752526e-05
Minke,UK,Female,0,mid,0.00010178265042021695,0.0,0.0
Charli XCX,UK,Female,0,low,5.816151452583825e-05,0.0,0.0
Shirley Bassey,MC,Female,0,mid,0.00015994416494605519,0.00015744041255505052,0.0
Kurt Vile,US,Male,en,high,0.0024573239887166662,0.008812555016129594,0.012231406778936367
Lianne La Havas,UK,Female,en,high,0.0005089132521010847,0.0,0.0
Chris Rea,UK,Male,en,high,0.0006833977956785995,0.00015744041255505052,0.00019988674218075867
France Joli,CA,Female,en,low,1.4540378631459563e-05,0.0,0.0
IU,KR,Female,ko,high,0.0004943728734696252,0.0,0.0
Flo Rida,US,Male,en,high,0.00030534795126065085,0.0,0.0
Raphael Saadiq,US,Male,en,low,4.362113589437869e-05,0.0,0.0
Balue,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Styles P,US,Male,en,mid,0.00015994416494605519,0.00019690098792289322,7.213241292398154e-05
Shy Martin,SE,Female,en,mid,8.724227178875738e-05,0.0,0.0
Eddie Vedder,US,Male,en,high,0.0010469072614650886,0.0,0.0
Emmylou Harris,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Jan A.P. Kaczmarek,PL,Male,no_lyrics,mid,0.00014540378631459563,0.0,0.0
Kristinia DeBarge,US,Female,en,mid,0.00015994416494605519,0.0,0.0
Ciara,US,Female,en,mid,0.000232646058103353,0.0,0.0
Meg Mac,AU,Female,en,low,1.4540378631459563e-05,0.0,0.0
Wynonie Harris,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Ani DiFranco,US,Female,en,low,2.9080757262919125e-05,0.0,0.0
Martin Luke Brown,UK,Male,en,low,5.816151452583825e-05,0.0,0.0
ScHoolboy Q,US,Male,en,high,0.000567074766626923,0.00041820370990776974,0.00012476857499891167
Miranda Lambert,US,Female,en,mid,8.724227178875738e-05,0.0,0.0
ShyGirl,UK,Female,0,low,7.270189315729782e-05,0.0,0.0
Lapalux,UK,Male,0,low,5.816151452583825e-05,0.0,0.0
Rozes,US,Female,en,mid,0.0002035653008404339,0.0,0.0
Ray Charles,US,Male,en,mid,0.00014540378631459563,0.0,0.0
Gin Wigmore,NZ,Female,en,high,0.00029080757262919127,0.0,0.0
Lewis Watson,UK,Male,0,mid,8.724227178875738e-05,0.0,0.0
Dave Van Ronk,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Scott Helman,CA,Male,en,low,2.9080757262919125e-05,0.0,0.0
Sam Sparro,AU,Male,en,low,5.816151452583825e-05,0.0,0.00010746980087250656
P. Lion,IT,Male,en,low,4.362113589437869e-05,0.0,0.0
Brooke Candy,US,Female,0,low,1.4540378631459563e-05,0.0,0.0
So Below,NZ,Female,en,low,1.4540378631459563e-05,0.0,0.0
Brandi Carlile,US,Female,en,high,0.0004216709803123273,7.872020627752526e-05,7.511816718184699e-05
Jane Birkin,FR,Female,fr,low,4.362113589437869e-05,0.0,0.0
Empress Of,US,Female,en,mid,0.00015994416494605519,0.0,0.0
John Paul White,US,Male,en,mid,0.0001163230290516765,0.0,0.0
Olivia Newton-John,AU,Female,0,mid,0.0002762671939977317,0.00012476857499891167,0.0
Sam Smith,UK,Non-binary,en,high,0.000465292116206706,0.0,0.0
Betty Davis,US,Female,en,high,0.00037804984441794864,0.00032504754511225305,7.872020627752526e-05
Lisa Lisa & Cult Jam,US,Female,0,mid,8.724227178875738e-05,0.0,0.0
Mr. Vegas,JM,Male,en,low,4.362113589437869e-05,0.0,0.0
Ashley Tisdale,US,Female,en,high,0.0007124785529415186,0.0,0.00012476857499891167
Darkside,UK,Male,en,high,0.00037804984441794864,0.00041143640627462304,0.0
Chris Cohen,US,Male,en,low,2.9080757262919125e-05,0.0,0.0
Kenny Loggins,US,Male,en,low,1.4540378631459563e-05,0.0,0.0
Patsy Cline,US,Female,en,mid,0.00017448454357751477,0.0,0.0
Don Johnson,US,Male,en,low,7.270189315729782e-05,7.511816718184699e-05,0.0
Nneka,DE,Female,en,low,1.4540378631459563e-05,0.0,0.0
Taana Gardner,US,Female,no_lyrics,low,5.816151452583825e-05,0.0,0.0
Wildstylez,NL,Male,no_lyrics,mid,0.000232646058103353,0.0001854210732656421,0.00017777385255935451
Madison Beer,US,Female,en,high,0.0005379940093640038,0.0,0.0
John Cafferty,US,Male,en,high,0.00034896908715502953,0.0001720659762789517,0.0
DJ Sammy,ES,Male,en,low,1.4540378631459563e-05,0.0,0.0
Tavares,CV,Male,en,low,7.270189315729782e-05,0.0,0.0
Lea Michele,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Sir Babygirl,US,Female,0,mid,0.00010178265042021695,0.0,0.0
Holy Other,UK,Male,no_lyrics,mid,0.00018902492220897432,9.653414698596486e-05,0.0
CL,US,Male,ko,mid,0.0002762671939977317,0.0,0.0
Liz Phair,US,Female,en,low,4.362113589437869e-05,0.0,0.0
Gaye Su Akyol,TR,Female,tr,low,1.4540378631459563e-05,0.0,0.0
Jessica Pratt,US,Female,en,high,0.0022537586878762323,0.007353272517156828,0.006354550552298823
Enrique Iglesias,ES,Male,en,mid,0.000232646058103353,0.0,0.0
Charles Aznavour,FR,Male,fr,high,0.0005525343879954634,0.0,0.0
Jamie Cullum,UK,Male,en,low,2.9080757262919125e-05,0.0,0.0
Dorian Electra,US,Non-binary,en,low,1.4540378631459563e-05,0.0,0.0
Mona Haydar,SY,Female,0,low,1.4540378631459563e-05,0.0,0.0
Casper,DE,Male,de,low,1.4540378631459563e-05,0.0,0.0
José González,SE,Male,en,high,0.000799720824730276,0.0001618992562767997,0.0
Lord Finesse,US,Male,en,high,0.00031988832989211037,7.213241292398154e-05,0.00015744041255505052
Mos Def,US,Male,en,high,0.0004362113589437869,0.00025173462672046967,7.511816718184699e-05
Pat Benatar,US,Female,en,high,0.0007706400674673569,0.00012476857499891167,0.0
Odetta,US,Female,en,mid,0.000232646058103353,9.653414698596486e-05,0.0
Melis Güven,TR,Female,0,low,1.4540378631459563e-05,0.0,0.0
Gazelle Twin,UK,Female,en,mid,0.0002471864367348126,0.0,0.0
Dread Mar I,AR,Male,0,low,2.9080757262919125e-05,0.0,0.0
Rick Astley,UK,Male,en,mid,0.00010178265042021695,7.872020627752526e-05,0.0
Chris Squire,UK,Male,en,mid,0.00014540378631459563,0.000190648850871781,0.0
Emily Jane White,US,Female,en,low,1.4540378631459563e-05,0.0,0.0
